,ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID
2260,102831,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFW0pPmwOMe8uGgwcSSYUSev9X3ifg_zeBjwcYC6XhuSlYimD0kpGHEku4NxXPhC6K9ipKz4959bV1E4Wo,Blue film,1,0,Dalsrang Sangma,,70.0.3538.110,2021-01-09,com.android.chrome
2292,107626,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFysAYLC2GeK-Z6biR3frW6GmK_-vv7CYX9moAp__FPko_saaeMBcLdaSklXr6Ltq2hQyRHsX-FeS4aQJ0,bubo,1,0,Jorey Macaambac,,85.0.4183.101,2021-01-10,com.android.chrome
2297,107631,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEjYrRp-CkjhUyGi90Z85LXWRV35JEgXy7dUfp9fdiMSefTt8zvn7hxg7cRwUZOWRBDiHw4jXbgL6xBJfw,Good,1,0,aseel bired sal,,42.0.2311.111,2021-01-10,com.android.chrome
2382,107716,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHMRIMC847UXnPw3DH8x5srHaTPC3cWya-w-gdUje59gVzp954NFx4_EtqyMmBwOPvRA2uP9x3A-n6ddSg,So good,1,0,Marygrace Loon,,83.0.4103.96,2021-01-10,com.android.chrome
2385,107719,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHEWLeOgFsXSNqimrXDs6_G4-U5DtDitydk0z-Ufsyn0BcLsNsyBZ_w4eqfPCYYmo6AFfBljqc_q1tvEk4,Please update my chrome,1,0,Mʀ. Lᴏᴄᴀʟ,,83.0.4103.101,2021-01-10,com.android.chrome
2434,113022,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE--y0KXZ8Bk5DMMK6EdkM7Lvh4982loIwtIQDBv7RaAG03O5D5o2rH1FWDi2lXcjrdj8MpzL5n4VXInH8,It's what is expected .,1,0,donnie bruce,,87.0.4280.101,2021-01-11,com.android.chrome
2454,113042,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE1svN4-TMkt1NaBZgUJa5qDq6OceDhIwb_Ol6gtAWN32_7WVxhBJ4VxVQB09cAKQUDsH3y0TwHydpcg4k,Good,1,0,PRAMOD BARIK,,87.0.4280.101,2021-01-11,com.android.chrome
2478,113066,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGQm68ykMPQFbaZ4MN9pywOu7XmZ9WhjT2WPT9SEtTIjHt_zdIZmH8qbzuI5S5JMhKsNYdrBgpDn-ZcnlA,open xxxxxvbos,1,0,Lucky Duvada,,70.0.3538.110,2021-01-11,com.android.chrome
2481,113069,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFzv_0MWPBz5w0zJIX3ClX8qyCfzYgGH4dmbXhTT2x0ksJ2AeNKkdsX2dkUES_3ZG4sfCHEI6BYkDo3NG8,How to update,1,0,rahul sharma,,81.0.4044.138,2021-01-11,com.android.chrome
2509,119507,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGKTyGD77p7AV1kKYPS8iAkPzGNCEbV4qr7N2v9NiFVBPD8IoxGLuKBfC37j67-378LhQ4OwSUHdN8MuFQ,Best app ever,1,0,Zintle Nokrawuzana,,70.0.3538.110,2021-01-12,com.android.chrome
2555,119553,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHBHXqR-xjJEf3CaDM741dOqiBWVDor3wHY1uo89Bjjb8iLbZmReQJQMWmXYpT-FxYLXvSsMJV1O1Lr2vM,Ghatiya app h,1,0,Anurag Shahi,,80.0.3987.99,2021-01-12,com.android.chrome
2559,119557,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH94vHh7z-dEA5mVGUNL9-JyewgxrpYOugvPZMq_AJyl94-CdaQqUkKievaJpRCakeQFz72RPXPSESEaAM,Apps 👎👎💯,1,0,Md Samir,,80.0.3987.99,2021-01-12,com.android.chrome
2616,125698,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFP69K_BLT8XeY396-T_cAdk6-cNHpCd1I3Zpt8QX_SxOWXrlyyKKw5uUHRLiN0sJ2OouHg5Xyx6xVThRw,Good,1,0,Arun Verma,,87.0.4280.101,2021-01-13,com.android.chrome
2640,125722,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGVe8roVACEhBycWHXZIfeIKWFxAGi9De-Sj5QF2Ix7prOhirDS5PaMqUT8OT58qBX1nEQfs5BLSfzEecY,Good App,1,0,Tushar Panchal,,87.0.4280.141,2021-01-13,com.android.chrome
2641,125723,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEZ9WqtwvlJBVUwEuzvU7Sx7d9b5QPYrbyW8NUJHvwAruWot8OswDr9zZHCHYRc6y9ZfTRF26hWXPP2WpE,Cookies Cookies,1,0,Etta Hubbard,,85.0.4183.81,2021-01-13,com.android.chrome
2683,125765,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFRK-kS0Jam7G6r1IZBRXAOyFqf7cKLVsiPm-ISHCOQ-m8TxUlWwTH5ZedrazGdd-_5uncFCTeDtJL81sw,Good,1,0,Ganga Meena,,85.0.4183.81,2021-01-13,com.android.chrome
2687,125769,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFKEtHOaGdvSWBuN4QmHlqBzRNkuvyYHmfBhXBSXy1s_9CKZg92qhrzb4WHtl-ATY5hHQ1_K4vXUCszqvw,Because it not ask before remove file from downloads.,1,0,JäsHäñ,,87.0.4280.101,2021-01-13,com.android.chrome
2760,128221,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOES8uhDnmaK9QABv-qxlCekS_TX9otU5Yyi20Bl8PMqOpOKiwoF0jTfiX6m65XhAVT_KPA1jv7bNYfiPGg,Its not leting me update,1,0,Terry Dwater,,80.0.3987.99,2021-01-14,com.android.chrome
2788,128250,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEmpwHJnZZDdMu7O0k5sQlcXfxKdpqM8-oa5rWx1W25ilRmG4QSphZADMRZ93ibQb5zqmtgkFcpfJJUMbg,Bobo nyo,1,0,Ryan Laurio,,87.0.4280.101,2021-01-14,com.android.chrome
2837,139124,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEh1xBUvux3311MPP4Pnfh47v7f8Jnkcu6i6Q0JEACwxkJl0ZhWkb_XbZcLco2vGc5x6ua4at8UfjYyixY,C.k,1,0,kanzariya chiragbhai,,87.0.4280.141,2021-01-15,com.android.chrome
2844,139131,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGsnLoh1nwIqYhSL0SdGJ_OFYnk51Kz8FGMUJSEL8LnAuqMs7xxIPjiUszf1bhnG5-7aAU6zOLVwphN-vA,update issue,1,0,ashish jaglan,,87.0.4280.101,2021-01-15,com.android.chrome
2876,139163,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHYvcCkEiNcW8pv56XGsDTi4tGEYMAuWOF-C0ceMHAbHWgo-T4785hi5an79VSD4j5u-nn5wM8JBUYXXgI,good,1,0,saif khan,,72.0.3626.76,2021-01-15,com.android.chrome
2898,139886,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG4ymnxXKlQ9exxRAV4H5IbVQOcapBvrMFdTlQJzFyfxB4aJ2b-LB0yCJZGF-7BK-Nw9ISBWcqM1mM8KJU,Dil,1,0,velmani velmami,,65.0.3325.109,2021-01-16,com.android.chrome
2932,139920,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFs3OdazbTxyHQYQaCr1ULnIxFrVrlD_wMlgT4LZFy01HSzFlUlb-H-5Bc7U9EOWSdQ6Bk68Rx-Rgs_OA4,Go,1,0,Raj Sijy,,,2021-01-16,com.android.chrome
3014,148176,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGZy896VyQqzq0Urj5cs1JSzvQE-S1VjFo7PIFQSBqMuyMyGHkvf_oUxbEa7Slr6vbN8yHUNeHj-LNs3ok,Keeps stopping!!,1,0,Helen Wilhovsky,,87.0.4280.141,2021-01-17,com.android.chrome
3038,148200,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGN7HHYQkBlIUADBf9o_Y9F89V4F9B2tmnfNNPLlSO6Aoz_vJLJuI4hMO-L0-d7peoe3GdfueOBVqZBZ6k,no spam,1,0,MUHAMMAD ALIIF ays,,87.0.4280.141,2021-01-17,com.android.chrome
3075,148237,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGZBVGiksnSaxNvfmEpsI7vZ6uyD4ulD-8944qhCwy6VEY7XJTTVbdD9g0uWK1N6RZGupiOIXIUtwBzFGU,App keep stopping,1,0,Lynda Acosta,,84.0.4147.111,2021-01-17,com.android.chrome
3095,156270,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHsHFAngt4WnnYxG4yUPGd7O9lR-9JZJ0LoUaBLQe5ZRiemCYEEQQleQ4xvHkPkQ4LIfhn264NNLHgwbf8,Plezz support Android 4.4.4,1,0,Soma Mnj,,81.0.4044.138,2021-01-18,com.android.chrome
3148,156324,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEfXIBa7eId6Ki5Sp_e0jxY-GEHKyY_R9pLN5pQz6VPnYzUe9yncXzblPQQ8fJDrpT2ToRnzOfaFNdGOdI,Cant update,1,0,PRIME乡SWAPPY __,,87.0.4280.101,2021-01-18,com.android.chrome
3270,158508,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH3uv7oaOOpHGaEBuW81idj7gu_bavNfUn7fF4i3oz2_wnkYdSLFpuVm6Fp3dUcHfEKqFgsKPdvQq7JlVk,Bekar,1,0,K D,,87.0.4280.101,2021-01-19,com.android.chrome
3326,163988,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFtes3QrqKf_dpDax7xAgfNvukm4tzi6asCoULndNweZH-_LPYK7l4ztbJHAM9ubdFcCIKyoOVS_XQJGgg,Thik thak h,1,0,Prakash Raj,,87.0.4280.141,2021-01-20,com.android.chrome
3338,164000,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGgXbFuws7Yd0klLAOwTVIL0FO-hzf6zCLxMmg8LL78X4eID5cBITvYUVGUAkUkk9SGLg4fFUj1hxr-9XA,Nice,1,0,Akshay Rathod,,83.0.4103.101,2021-01-20,com.android.chrome
3349,164011,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOELtsTPLhckehao-3t3hdj5tyZALjSR5Hu2GN37xjl1YdgpDn6xwSIs1yfgLiYSKvikiOpKtDgkB1pxky8,"so happy to say im finally getting rid of google chrome. it was difficult for a long time due to a lack of alternatives but the developers made it very easy to uninstall by making the browser more and more garbage and unusable, much appreciated, thank you <3!",1,0,Hersh Hossain,,80.0.3987.99,2021-01-20,com.android.chrome
3376,164038,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG7bPq_eaEYeRsQRuVbTiM7IE1xwD-WYyA-H2PrXNfXxHtRVtpacfz8P13pNRE21Uc6y1eWAMZVNK3wh64,Better,1,0,Edith Senyane,,42.0.2311.111,2021-01-20,com.android.chrome
3402,170292,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGFNFtYYxztOwhb3eYDPlHB01pRcwznyE00IiAiTb1JN-Qqa8_KaLsZCR_hVH4X7wtQpmCFn8jcX08xI9c,Cool,1,0,Dody Mukoko,,84.0.4147.111,2021-01-21,com.android.chrome
3430,170320,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEZ-APOngeMiRixWB0f5PFccHc3eIdCz0kHGI9Z0c5xnUWK7_dAc10rPiAAr2KYmtcPQU874idHzkwLgm8,Good,1,0,Farin Akhtar,,85.0.4183.101,2021-01-21,com.android.chrome
3437,170327,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGM0JmdRN2b_2r1q1C8WhwDRBhRJRJ2aROeJ_EwJY1Pj73awealzUPlZf-RiCg0WdmTVPCmlppaneCMD4I,Wonderful,1,0,Kefi Pathan gori,,80.0.3987.99,2021-01-21,com.android.chrome
3520,177104,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEAsm-7LUTIQf8cmvthtEpR8I2mvbu4cCquE65Kbair3dLk6b-7bOVSAIsiz4AAnVivZH3TrRkIPy1nQiM,Good,1,0,Kimhamed Hussein,,70.0.3538.110,2021-01-27,com.android.chrome
3525,177109,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG6ZabSb6hlM6OFUIN4n1EwtHjcUqJjFLzaC34Gg8oZ7rdQ5GNx3K-UFgjW8TcuMbqil6ANC1U8VQzgnJc,Super,1,0,kiran chalam charla,,86.0.4240.185,2021-01-27,com.android.chrome
3527,177111,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH5LVKn2VkNlt3d-if6tuY92Qw1ymUolWD76vwi4EIksv3YjF8MHRUv5zCu4r8YbeEMdOdJOj_duOvSBkE,Your service is dirty😏😏,1,0,LOVER FF,,83.0.4103.101,2021-01-27,com.android.chrome
3538,177122,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEeK6-rGbQehGvkAiJtNBfZj_C5CsZNHxj3ui5wTkglXWrW3NaOaVKvCRpwNWT9Wk4O7T6B35fIC4ii5Uw,"Please avoid unwanted messages and links,images",1,0,Yoga Lakshmi,,74.0.3729.136,2021-01-27,com.android.chrome
3552,177136,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEDPU-7umriMoP5escbBde2VAuuLHgOftyUFL-5rS24WRheC_mCHvj1FN5nCjtVbInI_Quf32gfeUE0eZ8,Wonderful,1,0,Roshni Thankur,,87.0.4280.66,2021-01-27,com.android.chrome
3589,181853,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG0hyXAMHYCFcwTkTTN81-JQxUtech7e7MG123WqZmhc5Q8PJbrQtvE6Ug1CM4gNbL4S7YyQYpEtznt6jw,Good,1,0,Namuco Dante,,,2021-01-27,com.android.chrome
3597,181862,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFXLXofcm13aSQy1Rlqfrz0xn4Fo977c3jSsTCzJCae8DRwXcKrRkiD1ItFWvE_aC4HRns48LBt-ZRqTz8,Nice app i like this app,1,0,Sneha Dulgach,,70.0.3538.110,2021-01-27,com.android.chrome
3624,193171,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFyjFYlx-zqSaz6M_v0JsMGv49l947j04Tb61qpnBlKmiUTdUBqCQ95XUDf6IwXJscYoqn0ZKgIqqKQLuY,John zakaria,1,0,John Cool,,40.0.2214.109,2021-01-27,com.android.chrome
3670,193217,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGkfg6aKfKea3xxJJ5jcWvcaZBmkSmaeVbSkmZOYna9rYhB8AP8zIWDGsMFX3ylsoO5PiVUGeSEa4R4kng,Nic,1,0,Kasim Dar,,87.0.4280.141,2021-01-27,com.android.chrome
3671,193218,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGGEuwUAHFpvqZUux9VyOT7NoccmP1RXmL-hNRBk8ZQqa8c92GturZR81CaX_n56tacgb46DklW4t1-QPE,Not bad,1,0,Elizabeth Otieno,,86.0.4240.110,2021-01-27,com.android.chrome
3786,198461,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGDzRmOQCT9DvqJ_-felMGVqc2Ip5mzkmlpiwyEiABRTpTma7hlE7z4moidA28dkPJMwlTU3D9QgvoXmOA,Accurate hai,1,0,Ibrahim Bagwan,,86.0.4240.198,2021-01-28,com.android.chrome
3794,198469,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHKm2Sqq8pRx_K7mGU6-7jDqmfEPrU75VCVeyX4TWykYXUnbjwbMzaC7cAe49io_Z_anJGAcRNsWeD0BKA,Nice,1,0,Nitish Nirala,,87.0.4280.141,2021-01-28,com.android.chrome
3852,208982,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFk9QVgIXVL8NhASHDgPn11tuwLBaIN_2KCjpL1O7IZf7d8gVDGZoBOxMUCMN60oWcv7fSnRjzjianuiBg,L'application est a jour mais ne veut pas fonctionner correctement,1,0,Esteban Hannecart,,88.0.4324.93,2021-01-30,com.android.chrome
3958,210972,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHWlSR8HQpWFd_aCC5pIASCcRiNLraQJ6jpqaLJtSuGBDrhrqulM27XwUD_SvGjO---foKKpKp4jzrw-J4,"nice,✨",1,0,brian choge,,84.0.4147.125,2021-01-31,com.android.chrome
4012,229662,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE37Wmp5RaADPYAQaeR2mSHQZrBsgaeh-dZxDsS1giVWAjS74fgWRAVTdwzWUTMR6U4oBXRnTIv95aJZM0,New update forces tab groups. Even after disabling them they turn back on. I'm perfectly capable or making my own damn tab decisions I don't need y'all doing it for me.,1,0,Kahless 01,,88.0.4324.141,2021-02-02,com.android.chrome
4023,229673,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEmBYD2K7dzWg7yGCquT0lHoujc7u6BCuTUZuT2ClUxtAtCY1Ct08x2nkSgWaNTfNFTHHEtic3BkG8VPA0,Good,1,0,Tambi Maniam,,88.0.4324.141,2021-02-02,com.android.chrome
4060,229710,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFAXCqJlY0QGXTSNpFxjuq3zUimF65JEAtZYu_u23DVu68sJsDsTJE4_pi3W3dDHg4Ma3RtcDZ9tpFDFCw,Excellent,1,0,selvamani shanmugam,,81.0.4044.138,2021-02-02,com.android.chrome
4093,229743,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGdI-aqjLA4VCV7xUHUthJLMete3B8QocX4Oc8LTdyj8OWSAIC2hS9Uab9FHwwRyAL72uThvKb5f_vM_7I,Awesome,1,0,Zuber Malik,,87.0.4280.141,2021-02-02,com.android.chrome
4117,236556,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHcPAvaigPS5jnd0cgpeRRorrsBIEDTrWZQDe31QMHJWdeydp8cEBT___yHc0CbPD8nnAcYia55QDvYDnY,Update Aavanilla meire,1,0,asif ballack,,86.0.4240.185,2021-02-03,com.android.chrome
4154,236593,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH57mDHnr0S3r1zDWJyY8jH2xNjGEmYYzOHFoaa_QGamvM_StFxVZ7jx_cvhQ_hRY2ft903DqDE_WZi3pg,its so fuccing helpful,1,0,Al-jazar Alico,,85.0.4183.101,2021-02-03,com.android.chrome
4174,236613,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFeUqz8HYEX9NIXU__wNrr_TGUSGxaqXF06pH7g75onqWf4vQTcXhGG0eRluYseNsL0RCj3OHYXD6pcPPc,Good,1,0,Akash pradhanji,,87.0.4280.141,2021-02-03,com.android.chrome
4178,236617,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHIuT69_Fdjc6y2SGEWA_YeLBc1l1t6KOSbRGmGPwQYjP3yWx8NZlFRXfpB7p5NY4vfR0JkKD_wV8wawes,Good luck with,1,0,Mohd rafique Sayed,,80.0.3987.99,2021-02-03,com.android.chrome
4182,236621,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOELUniVxZTWgVSMN1v8SdgGCgLWKrnaGdouMdsTkJaRXNmqcb57frZ34UT1JO99_8d2PUdZBEyO-vncvPk,Ashish dvrma,1,0,Asish Debbarma,,43.0.2357.93,2021-02-03,com.android.chrome
4189,236628,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHVq_S1irFcyR7aC3hgKIfacnDEGFhq8By7Sn0jTvCE7jM3lYiaw1YYqCEHDWTQ-0sDolzzOyWbMCyyYd8,Update,1,0,Debasish Ghosh,,85.0.4183.101,2021-02-03,com.android.chrome
4193,236632,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGohv4hSZQryYdhwBaeewptqO8HJVfVOgcdzXzgBldcVyLSvyHdjpuKTTCBqCKMFml-eA7mWlNtWeU7hBk,Update issue,1,0,divya lakhera,,86.0.4240.110,2021-02-03,com.android.chrome
4204,236643,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHV4Mkr9jgkNazneu-6VdGEMWWROALiEu4fCiafoflvNz_tRfQ5wj167bwJuJCDUHoTvVAeuNF_Q1z76uc,Cant update!!,1,1,Zainudin Ali,,88.0.4324.93,2021-02-03,com.android.chrome
4323,269392,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEagyh-HepGvEOgJ5L_ieWBdPlV8IuIS5OvMySQcWtbdlWbf4MCJMFwAYj1fdgh6UiBfI6ANhZDnvXT6jI,Wont update,1,0,Kimberly Hadley,,88.0.4324.141,2021-02-05,com.android.chrome
4370,269440,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE7V8tBncEWmuSlPuG37wYeDQEpqE9SqQ5XcxdphhF0gGByQV_mi2uWrKvo633Qr5aTrlJUu2pxzKRA0HM,The App very good,1,0,Sharif Sayeed,,86.0.4240.198,2021-02-05,com.android.chrome
4393,269464,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHz_xoVbIsyIUX3vSJqx405ld10tG7ucbsbLIbqDWj87IKvF_HABtRgtwPIZEhontwVr7458qNOXn_3gOM,Bekar,1,0,Rajput 002,,86.0.4240.198,2021-02-05,com.android.chrome
4422,278881,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEdueNZf8Gqxp-RXvfCcazdhrKX3orVVHN6PzECGCw2SJGAcpeyaxehFCTTG2Ht0STFtSYL5wIqtq-uHYc,good app,1,0,Sarwardi hamza,,88.0.4324.93,2021-02-06,com.android.chrome
4424,278883,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGDq8BDxBR6mGDAXJFYra0PIN0UXPfdLJVb3cJlhKRrXXbA3AxrhrbLVG2nr2bR1-YiTIffNGTkPVbHh0I,Valo,1,0,Sakib Rafi,,86.0.4240.99,2021-02-06,com.android.chrome
4440,278900,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEKowCKMhfA49Xo_jwTjvj4DGqkGJGUpOKQ50oODSOuHNQoejdZwnsvCXBTxJYMcK3SrwJiWYwPxp3r7uU,"Hi, I am having a problem with latest update. I can't upload files on my samsung tab s6 lite. Every time I am trying to open a file browser for upload it closes. I tried to do it with opera and Firefox and it works with them perfectly.",1,0,lera mulina,,88.0.4324.152,2021-02-06,com.android.chrome
4499,278959,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF5BeNpZdyS_Rtpvt93B4Wn60B67MrssTZsgxJMbjsnbLTIob-9k4bP4Fkl2vdztu0Z-sgN6goLbadRieo,Rt,1,0,Akash Singh,,74.0.3729.136,2021-02-06,com.android.chrome
4503,278963,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGtm3PBPdCwm-VK_wedvL1CAWDcQe8dn9TCrRqhoVq7EkCjUNacfwNFjj8K5D47b8T7gQCcJ4jMn4eYyzw,بد,1,0,Arshia Safari,,88.0.4324.141,2021-02-06,com.android.chrome
4586,303386,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF_d9ENFhrsulYa1ZN7dZex6VzrSadltOcqS_alwt8RuEGojmC8_RzPBVnCs5ChvVw-1pTsrCiiB_zRyyA,I want to opening it,1,0,Sule Booru,,80.0.3987.99,2021-02-07,com.android.chrome
4612,312901,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEVaYkevqSbEcPynzb71VRIzYZoYPsjBHuf7zSopo14CR_0PiXm_DrCycPSTWfyqEKTCWenAIOu1-G9y50,It updates itself continuosly on one click to update it never stops updating .. and on pausing a file from downloading for long i am not able to continue downloading...it stops downloading .,1,0,Sujata Singh,,88.0.4324.141,2021-02-08,com.android.chrome
4663,312953,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGwMdHwRarRqzoa-qsQd98rj1TkrrKzmLnC9Ic38i4w0PLmTMs3C_1XkGkf7XvnohEYCUYlQHIJDnuszlo,😄😃☺😉😁😌 Good Luck To U 🎄,1,0,Satish Satish. Lone,,74.0.3729.157,2021-02-08,com.android.chrome
4705,312995,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH5DGx_02eQ1GOf9cFtIE2JAJ8v8xFxEYPIxxC6nCfKeenf_CImzUgGLF6PAdgl7Qgk5SYFpJi2hDo4IKw,Taking Huge space,1,0,Sanam Pritam,,87.0.4280.86,2021-02-08,com.android.chrome
4778,325719,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGPXeX_6y2cgYN57WNAaG-qKaL-VxPaAjJxWYqHZTuowpM0FK355fXw19uoGYfY28Qspov94x5qhK6DBWw,Free mb,1,0,Hamid Saif,,84.0.4147.89,2021-02-09,com.android.chrome
4802,325743,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFz1I8ZwOeKyOSdHnBd6GkDP1iA5zDjSizRofVK6IRIHRnbFA0RmXsi68R9exrrt_ntgwsF2rnlFJTm4EI,I can not delete virus,1,0,sandeep mahawer,,86.0.4240.185,2021-02-09,com.android.chrome
4808,325749,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG0sgbIybzzuFONgHG5uAJxn5T-w6u295RSTvZRMX-iGyz6VFP5nrIgEgiJt6Qx2OtLsNtSi86NVjPLfWQ,Best,1,0,Rahul Singh,,83.0.4103.106,2021-02-09,com.android.chrome
4886,341795,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOECTAo2nbzZ64t24-38zgHlmJDndWR71oeIidj492IstLeCbQUfb9EgPJ6dKY5gK7-cAx-t992qLDj6FBA,"Stop auto refreshing all tabs I lost my all data. In conditions like forgot otp, Google forms, other forms which need more information to fill in it. All going to erase & the page is refreshed. Stop refreshing facility please.",1,0,57_Rohit Jadhav,,87.0.4280.141,2021-02-10,com.android.chrome
4905,341816,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHAsQq1kp5ruWYER1htMUdiLgYGXBWsWxCr51qYNDfaAcno6c0HjxSwzN78JeiYyrV0sHPThFgLnLLy7Vo,By,1,0,Bindu Thankam,,79.0.3945.116,2021-02-10,com.android.chrome
4995,349006,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFnutIOg69-2Fo1-GpsFmlG6x1gjn90FSkqHYGLn4A55H-8ysoWfJFDJogcxagFgbUiG9PvT_mN8AJGnPU,Ssr.,1,0,BMC Entertainment,,83.0.4103.106,2021-02-11,com.android.chrome
